Id,Price
149,486475.655625
150,502945.7999850001
151,1330019.951616
152,1195140.807835
153,520962.751441
154,599494.0021640001
155,358761.314912
156,367940.164519
157,428475.729566
158,398221.392235
159,507846.530892
160,726271.7639949998
161,527148.2649399999
162,413612.306637
163,524389.760279
164,716464.312023
165,277054.16388
166,774222.791267
167,1177923.0500069999
168,768843.30122
169,389012.066061
170,650368.468182
171,643959.303403
172,300824.54775100003
173,601602.16435
174,348722.734542
175,625978.94623
176,220566.33979600001
177,559106.099885
178,397563.444855
179,419158.326122
180,594608.91313
181,397468.403337
182,754406.37372
183,404163.642421
184,851826.5759020002
185,203755.326364
186,303027.603198
187,1071631.309047
188,390678.288153
189,1732851.573388
190,633895.8482680001
191,619699.031883
192,446558.080093
193,661605.910069
194,586958.166853
195,598615.864053
196,463476.425279
197,1158527.866888
198,544251.2038850001
199,382392.509346
200,926996.3229299999
201,956044.036766
202,472263.772312
203,303908.472977
204,396305.939991
205,301277.409774
206,377122.411485
207,1361113.260763
208,715320.022693
209,529109.346357
210,558123.326855
211,320957.856703
212,755591.759385
213,326317.339379
214,404361.838407
215,540839.434335
216,367537.22076399997
217,468975.865311
218,386140.399054
219,509862.687819
220,662042.495823
221,741326.542079
222,457387.378521
223,392417.083691
224,292155.092195
225,355547.430206
226,804281.075797
227,336945.567443
228,384429.73353200004
229,625479.333283
230,275297.71084200003
231,523731.056683
232,451403.787367
233,239905.08110500002
234,782371.948807
235,570468.681204
236,434603.0112050001
237,361902.92792600003
238,451989.05068999995
239,267187.282603
240,631522.680125
241,378097.864388
242,459026.87735
243,239160.582108
244,1000068.489699
245,437427.150793
246,613025.056042
247,279032.093087
248,386841.949892
249,401914.327747
250,583526.50024
251,620440.001509
252,813396.198418
253,837841.100949
254,477095.6120260001
255,238655.759542
256,311660.91055100004
257,225421.520964
258,956375.793042
259,405928.22365
260,168687.489756
261,413023.782204
262,385123.174346
263,345477.654906
264,351274.78554
265,427766.175475
266,477627.344759
267,392267.023083
268,459524.415235
269,1273176.846133
270,576400.338261
271,327749.73803400004
272,239526.300913
273,349975.395331
274,744818.853305
275,480065.529782
276,518688.662317
277,724669.87069
278,362746.82546799997
279,786540.512132
280,601704.696535
281,324443.769248
282,457436.968738
283,470324.24218100007
284,477090.490313
285,1172971.778352
286,418544.949029
287,446378.48603699997
288,286912.782548
289,902554.678584
290,465762.79263000004
291,637649.277738
292,537951.4298970001
293,650484.186468
294,1104190.5744780002
295,339794.56453800004
296,424275.823457
297,564865.425861
298,465973.791437
299,1366319.603076
300,562878.313813
301,635292.183615
302,821971.149367
303,438466.244699
304,691965.841565
305,933226.2633079999
306,185885.81961600002
307,385432.896619
308,1142261.507403
309,488878.585194
310,989516.075383
311,562181.1323180001
312,1120302.9567530002
313,275637.959945
314,691044.360789
315,203731.815869
316,468573.449077
317,580086.74308
318,448800.852067
319,747117.754129
320,507512.726804
321,1375098.522871
322,372618.437783
323,282298.224646
324,450957.033164
325,517631.34312700003
326,413398.643979
327,648638.495867
328,308879.029721
329,387869.44558299996
330,482259.3939180001
331,643689.3680939999
332,235082.553401
333,561690.070933
334,881897.2976149998
335,631169.369636
336,906974.8186120001
337,465320.722141
338,918608.1842110001
339,329215.007844
340,927839.252418
341,363621.938324
342,256186.89071799998
343,152783.589575
344,425560.193072
345,443995.59452
346,501816.841303
347,321733.62434000004
348,244624.423859
349,505173.983512
350,978663.712539
351,536052.410151
352,502664.419566
353,297127.407007
354,378225.654131
355,239613.376819
356,790453.661475
357,332997.22925900004
358,557896.868647
359,1128643.12638
360,164840.997282
361,305224.32193000003
362,372599.43189099996
363,532511.3163300001
364,361200.987431
365,286166.835799
366,346666.161198
367,482410.677911
368,713935.0171310002
369,439556.78120699996
370,477605.7934720001
371,513807.576067
372,289298.652773
373,849530.004687
374,193634.61882
375,396576.746059
376,723612.333811
377,729670.3158229998
378,462563.641394
379,236604.90426399998
380,453026.7778010001
381,379526.709264
382,758155.778176
383,517071.411644
384,456978.98928999994
385,899392.7616879998
386,243777.043281
387,730249.490908
388,378257.663611
389,515427.005559
390,589008.824529
391,534439.9619720001
392,555466.825749
393,374593.72525
394,220120.07577800003
395,494109.71931099996
396,755970.4766060001
397,309613.732678
398,237832.45685
399,401709.064158
400,556521.548737
401,825390.495179
402,939244.053819
403,466482.974262
404,695512.558988
405,428371.161272
406,374882.251789
407,795274.01228
408,555378.862936
409,1041521.164701
410,497224.65963
411,453061.79567799997
412,248020.51620900002
413,484754.68601899996
414,687128.2105149999
415,267518.17104600003
416,1076186.949404
417,390817.063916
418,285605.413894
419,301499.520655
420,343310.123765
421,121115.242676
422,606033.938925
423,264956.701256
424,805029.522075
425,1463049.333689
426,429333.456107
427,567039.328655
428,728219.652014
429,314808.50988
430,430929.82148999994
431,334796.619758
432,538338.0881
433,1033391.382858
434,289057.474915
435,345633.474052
436,311331.65462800005
437,1400001.9897440001
438,429420.532013
439,722446.908485
440,220778.587317
441,431020.512445
442,254685.27852
443,1112821.739343
444,259225.318783
445,588379.727355
446,267758.790902
447,477955.56834799994
448,343029.825025
449,511568.363333
450,347199.501123
451,316648.152199
452,299062.8448
453,326536.892673
454,149734.059332
455,629458.262076
456,343387.40363200003
457,660714.805945
458,402923.07648499997
459,840215.999605
460,424213.346495
461,472615.921992
462,265065.546139
463,929090.771579
464,585706.497038
465,779218.243466
466,384388.506803
467,263862.810186
468,787528.652702
469,1160484.958038
470,435118.790924
471,624281.071827
472,331419.731995
473,212631.58719700002
474,203445.118448
475,664882.173133
476,471238.53919499996
477,358158.226662
478,326332.44565
479,425156.058027
480,241797.80793600003
481,285133.76585
482,459229.372938
483,424372.6954030001
484,174202.27091300001
485,768376.262916
486,187232.75187
487,565631.621613
488,613441.9286270001
489,661832.431357
490,534576.4534550001
491,672562.011017
492,250647.292928
493,267250.194945
494,192846.58187
495,427773.359237
496,697529.241414
497,321964.28675100004
498,752250.920893
499,2036889.439687
500,955051.2442719999
501,832962.833661
502,278443.242272
503,740062.3783529998
504,529899.124825
505,615387.15834
506,452485.12632200005
507,529832.455948
508,884110.292425
509,305207.342129
510,929038.136907
511,570765.827733
512,516223.754641
513,378127.267441
514,818048.9702880002
515,622518.619155
516,713197.745084
517,756505.740716
518,191417.09886
519,383059.075407
520,228098.36633000002
521,435915.321007
522,720557.430756
523,860840.8983809998
524,429652.58930299996
525,593094.1155140001
526,681710.889377
527,637062.930984
528,371086.084603
529,247831.64000900002
530,736525.363519
531,505248.278302
532,463778.42294899997
533,303644.329615
534,489507.55299700005
535,638656.041107
536,534001.350196
537,395900.81933800003
538,1112021.905268
539,476773.550565
540,228131.019794
541,322535.36875300005
542,266862.489473
543,430485.118329
544,611780.260549
545,375696.411511
546,484353.266092
547,538616.333262
548,623210.0180939999
549,218549.925836
550,591979.009932
551,680384.653387
552,155263.20801300002
553,473858.02022799995
554,160250.309179
555,484688.949867
556,201223.89776199998
557,181483.954216
558,274666.84590300004
559,348298.834437
560,870857.853584
561,845930.619966
562,619932.334042
563,672535.6705550001
564,1045135.5894909999
565,753010.9152060002
566,354637.916515
567,810593.5011189998
568,744360.834039
569,443904.74522299995
570,664778.3351149999
571,423542.816602
572,1220767.075387
573,540205.957118
574,525525.60543
575,563873.941122
576,237137.45910700003
577,281899.489662
578,569086.612684
579,601522.925276
580,644233.28914
581,647309.680902
582,892977.542384
583,691646.554261
584,470951.18870500004
585,927789.900423
586,713505.776102
587,578366.426543
588,849322.264065
589,685808.416203
590,787767.292258
591,1455099.482181
592,569751.44575
593,294406.905607
594,493338.600196
595,629967.870304
596,443729.940341
597,329225.674642
598,562802.0367180001
599,513915.161451
600,576745.121512
601,462839.01894700003
602,269961.332452
603,706946.064595
604,565514.233503
605,342209.424965
606,374735.311197
607,379909.190182
608,424897.763116
609,612908.542368
610,487456.13032700005
611,298506.890498
612,791157.8878649998
613,754898.5494949998
614,419435.880573
615,269785.759652
616,655762.752832
617,767192.675589
618,686587.7695810001
619,1169739.164942
620,774759.396538
621,488318.399487
622,663379.896063
623,388027.019873
624,459722.37425
625,816402.1634590002
626,800089.6665810002
627,550903.760229
628,158276.819445
629,159910.060076
630,784617.390483
631,560675.814447
632,487011.98255
633,560508.6287069999
634,647751.400685
635,244898.27758400002
636,847666.274449
637,321199.958203
638,471187.3821
639,520302.76895600004
640,550660.818451
641,683210.654802
642,503534.625568
643,346519.220607
644,262597.247569
645,316383.627344
646,531420.790521
647,1006308.5851850001
648,625101.590886
649,342098.33051999996
650,416362.839835
651,322448.292847
652,709027.198228
653,149211.60389600002
654,677544.1516529999
655,421148.360278
656,477667.61736599996
657,455761.85533100006
658,558473.664782
659,277765.838057
660,275891.91822399996
661,284959.00730399997
662,452342.621358
663,407736.922231
664,566434.842516
665,405910.155399
666,814869.950967
667,1145061.459827
668,326476.773965
669,336435.084944
670,2041128.717775
671,591406.730789
672,501387.5205310001
673,504392.53306499997
674,446467.2311020001
675,764297.257991
676,520292.143032
677,650752.359167
678,306873.19666
679,214630.982013
680,573924.830295
681,647186.57426
682,278177.660758
683,518545.765689
684,383773.916018
685,950861.450191
686,1042884.315218
687,591560.9599060001
688,708573.750447
689,812654.159429
690,675589.897831
691,670385.6194869999
692,434407.672131
693,339473.73069899995
694,548287.650309
695,1149507.220126
696,330211.288222
697,614898.087954
698,259681.378841
699,742598.246345
700,717508.497467
701,696726.763065
702,475529.989854
703,821057.096901
704,527148.2649399999
705,490131.01648500003
706,677730.797459
707,550305.0738100001
708,570302.148533
709,640157.740699
710,595040.0008319999
711,355576.599325
712,541352.275395
713,403157.118616
714,438614.728901
715,275267.887344
716,650734.94368
717,684129.26705
718,423609.506877
719,255115.341254
720,454755.454455
721,269785.759652
722,851693.132076
723,239073.506202
724,520094.41714300006
725,478890.82314799994
726,547724.507862
727,308360.4927
728,405896.601515
729,562898.255594
730,342617.52061
731,699029.538728
732,588380.421995
733,1000688.7918840001
734,429878.551279
735,505371.60363500006
736,245473.413944
737,665536.423325
738,338666.319359
739,433505.830159
740,297577.355201
741,487603.60136499995
742,727820.191295
743,467744.592217
744,531013.828435
745,1122630.228496
746,693944.555853
747,338361.335998
748,697048.7054409999
749,264891.394327
750,643854.33283
751,647402.179575
752,444989.336595
753,295368.325141
754,676536.178691
755,604373.269384
756,1584307.8774020001
757,1037846.014859
758,377443.721578
759,621945.656461
760,571070.290037
761,614148.50327
762,411016.24718899996
763,489669.514183
764,325762.969225
765,502507.207686
766,871047.111668
767,783074.235467
768,379244.543986
769,525448.860857
770,313889.641381
771,439107.33974799997
772,600281.658235
773,612647.182943
774,157222.54791199998
775,875738.183797
776,876290.215998
777,304527.95023099997
778,642719.210488
779,621065.938406
780,489938.68449799996
781,366074.616114
782,431841.94684399996
783,226505.61599499997
784,382069.428868
785,336321.668576
786,191347.220445
787,542770.284124
788,463080.065099
789,981900.026757
790,550892.658051
791,346829.428522
792,872718.3208430002
793,820737.961086
794,346898.218488
795,612878.71887
796,382978.84164
797,533858.29492
798,441294.948305
799,271078.676593
800,777587.75398
801,931082.2108690001
802,724525.542376
803,1154370.66626
804,797230.225699
805,423209.456364
806,791225.807072
807,174272.499029
808,254702.98526599997
809,328325.877165
810,417148.845217
811,425817.543554
812,440990.32796400005
813,411234.893391
814,1180530.3825969999
815,896374.9801309998
816,340661.57807
817,531182.755693
818,393300.907675
819,1010852.917683
820,389408.91450300004
821,504590.41306099994
822,579601.380581
823,383664.418067
824,362067.633401
825,569988.675272
826,704218.222401
827,1790540.519684
828,485645.00113100006
829,480127.208345
830,360456.453411
831,568291.43385
832,828771.26365
833,409226.81561399996
834,454979.15162799996
835,226474.514327
836,248295.37270500002
837,783690.42982
838,842537.054217
839,226118.12821300002
840,471912.785466
841,1122219.173102
842,660645.443042
843,365135.387966
844,715055.472204
845,928418.9738879999
846,432674.25525600003
847,224138.67517800003
848,174891.608722
849,462701.3936
850,847093.969227
851,414137.91842199996
852,506984.91480100004
853,956198.8991690001
854,397087.881628
855,397425.1135550001
856,200910.859879
857,340107.64329499996
858,174071.657054
859,198788.034967
860,1080931.329101
861,333908.584521
862,666507.141553
863,366416.451012
864,173766.891382
865,733338.673177
866,711017.892919
867,683751.839332
868,250904.81991999998
869,368147.553738
870,352000.05871
871,439069.245349
872,232194.548964
873,393614.727101
874,517065.656643
875,199738.033102
876,468246.04367
877,506326.138846
878,1014170.033059
879,396692.992393
880,493958.86969300004
881,607844.2671
882,714880.229937
883,265152.62204499997
884,290230.364968
885,179009.124953
886,234241.218791
887,397341.707894
888,729400.217238
889,567676.657166
890,705220.542981
891,827589.1553430002
892,540004.376396
893,557482.607954
894,634886.772079
895,536697.53685
896,364723.44853600004
897,413088.508729
898,728437.341779
899,420770.233156
900,784854.0144100002
901,269306.842169
902,1271156.7954209999
903,464517.32136000006
904,768675.792025
905,253731.218154
906,550383.046311
907,479965.46969700005
908,566793.999282
909,614217.946305
910,297849.46740799997
911,245459.04641900002
912,236649.180964
913,500024.50224799995
914,479835.50406000006
915,537811.485469
916,554143.0646800001
917,459754.612925
918,378741.970761
919,682880.922012
920,414196.826671
921,366438.105139
922,412549.032617
923,695019.535163
924,262410.90513
925,397398.479506
926,424790.830716
927,564772.1290930001
928,185569.034672
929,539362.571158
930,212413.897432
931,1176249.35895
932,828088.190809
933,901083.326473
934,284201.835966
935,280042.740989
936,1117448.010487
937,337566.41865300003
938,255889.96187800003
939,446500.53763599996
940,462983.782641
941,223218.67888800002
942,545296.896302
943,843478.648129
944,544124.533294
945,700877.3999310001
946,243311.187183
947,1139781.625357
948,637215.966889
949,941945.852402
950,300345.630268
951,443015.0744010001
952,250151.23128
953,716450.379878
954,278950.594056
955,474190.326734
956,832774.880099
957,713626.258456
958,550066.573733
959,963906.2593309999
960,225852.5467
961,648784.848588
962,619885.1102979999
963,702529.61086
964,919020.257618
965,788301.599659
966,888061.229651
967,586541.726332
968,689856.295728
969,253787.046343
970,994643.390461
971,275240.023054
972,821661.747509
973,308603.652168
974,402303.774737
975,420752.90719
976,617770.792141
977,598637.968495
978,514246.61898699997
979,377143.74508200004
980,515232.269903
981,270706.43961
982,263492.955275
983,299256.963752
984,603662.208933
985,447246.54391099996
986,375063.54194699996
987,838216.124299
988,882471.5907700001
989,197299.036973
990,229001.778855
991,474556.5114
992,305860.411424
993,842375.386924
994,314855.31318
995,705290.203706
996,732005.919316
997,105093.35464199999
998,369274.952482
999,454756.89037700003
1000,432875.545929
1001,406402.662096
1002,687444.3394640001
1003,538135.160059
1004,1271551.138966
1005,271320.254807
1006,223060.32575900003
1007,774920.922344
1008,711060.816671
1009,311109.175688
1010,480467.80715
1011,667259.042307
1012,774892.536997
1013,377840.382812
1014,413969.20885399997
1015,330010.795948
1016,220226.09069299998
1017,437519.42269499996
1018,501443.047971
1019,295146.499271
1020,196346.232582
1021,302790.332666
1022,284182.24388699996
1023,836598.734454
1024,536499.657159
1025,453101.27018999995
1026,438157.68908599997
1027,270003.449418
1028,606030.4558890001
1029,333303.70334899996
1030,337978.637391
1031,741411.005708
1032,457320.97244399996
1033,299735.010476
1034,564533.828741
1035,635711.077542
1036,295967.53938699997
1037,343237.547396
1038,493180.11134799995
1039,362718.740256
1040,223633.85069000002
1041,691489.100979
1042,403058.375368
1043,402160.970251
1044,1197120.2397780002
1045,780756.492537
1046,584210.8146340001
1047,985544.6289840001
1048,866039.112285
1049,443530.536516
1050,324315.332286
1051,595613.2548850001
1052,541016.820008
1053,774411.759523
1054,673302.373908
1055,661258.159599
1056,546580.612847
1057,841086.540976
1058,395261.946212
1059,384260.479587
1060,604314.964859
1061,661587.959594
1062,427882.20412
1063,528840.499497
1064,1096469.758341
1065,452698.719325
1066,363616.71377
1067,691437.726195
1068,841655.145639
1069,212370.359479
1070,462460.456446
1071,320724.928654
1072,599297.564549
1073,482645.625825
1074,349456.205241
1075,256420.036456
1076,571059.533716
1077,466376.82733400003
1078,325022.824023
1079,622899.810178
1080,1284955.153858
1081,681996.000021
1082,205011.396309
1083,391012.984705
1084,563176.528005
1085,869264.992635
1086,340850.968165
1087,578157.629434
1088,433641.886262
1089,771811.344685
1090,417624.206999
1091,1150357.2182200002
1092,770371.1205729998
1093,532473.8632970001
1094,195745.470796
1095,393822.838517
1096,291210.75399299996
1097,664019.033214
1098,1585047.6060030004
1099,523890.012701
1100,325926.775074
1101,198036.787587
1102,651024.035688
1103,323260.42150399997
1104,212187.24151199998
1105,422148.862439
1106,791156.5817270002
1107,458815.360105
1108,556775.559593
1109,333397.309948
1110,475090.323534
1111,529481.160476
1112,445466.12390699994
1113,650822.2586729999
1114,531796.640831
1115,565629.826768
1116,260978.642416
1117,628566.290926
1118,538965.350613
1119,641821.022517
1120,436110.83790200006
1121,506560.637449
1122,648102.071647
1123,733115.5411680002
1124,999801.155555
1125,600865.047329
1126,548015.799591
1127,476481.208145
1128,309074.95051
1129,531395.656284
1130,154661.078123
1131,311854.110064
1132,614739.833346
1133,419568.837752
1134,543095.435426
1135,303067.014435
1136,212764.160264
1137,1203422.414447
1138,515967.804277
1139,556598.135442
1140,878333.4984690001
1141,238091.72536100002
1142,339112.365688
1143,500502.0751270001
1144,278772.303519
1145,613891.847037
1146,606744.9096840001
1147,439761.580551
1148,443266.93076099997
1149,710877.693244
1150,275233.49236100004
1151,1170045.405403
1152,553601.503812
1153,606495.005848
1154,247541.598725
1155,584441.572946
1156,1950010.254948
1157,906242.996192
1158,368834.744212
1159,462730.17406499997
1160,159892.862585
1161,407614.36289299995
1162,437363.86372799997
1163,768280.387277
1164,407141.540723
1165,616373.737439
1166,582188.3200729999
1167,347175.55524899997
1168,609630.5235479999
1169,735230.487371
1170,264682.412152
1171,505393.905985
1172,397364.9085570001
1173,278999.004242
1174,181093.789456
1175,398986.0838030001
1176,287472.321321
1177,354190.193254
1178,168169.388115
1179,1461180.162886
1180,398154.343787
1181,484881.816842
1182,501400.001513
1183,476759.633355
1184,329012.338672
1185,319622.765373
1186,542167.117357
1187,706955.6624220002
1188,904163.940907
1189,332781.247912
1190,837357.818666
1191,407162.70951300004
1192,239324.28481100002
1193,248786.04543600001
1194,220925.52790900003
1195,523213.18985
1196,650486.995037
1197,212233.214927
1198,506593.290913
1199,800434.3549350002
1200,558443.951591
1201,962452.434409
1202,797633.797303
1203,380037.40037
1204,802173.628646
1205,705411.239215
1206,554060.135273
1207,640114.4204350001
1208,479633.66477299994
1209,473263.72716899996
1210,311470.97607800004
1211,303896.86306
1212,652881.8552550001
1213,226263.54497600003
1214,314963.105946
1215,271680.663381
1216,225670.55805599998
1217,1011869.2988819999
1218,892028.2293309999
1219,485527.48468500003
1220,358697.096431
1221,438910.89567399997
1222,818728.310612
1223,567155.037466
1224,377235.176093
1225,669522.4945029999
1226,647750.4832
1227,678730.593361
1228,153964.253184
1229,275280.94873
1230,705535.104692
1231,298250.016576
1232,556276.17228
1233,333875.149681
1234,836556.50264
1235,720867.213991
1236,380257.929186
1237,553006.0360140001
1238,449468.43552700005
1239,272641.110625
1240,640110.998361
1241,800835.400023
1242,617316.674435
1243,737495.287889
1244,623537.64119
1245,474865.818075
1246,1170799.4094729999
1247,415633.579121
1248,1082675.934444
1249,374499.360972
1250,366903.961237
1251,764744.051146
1252,579048.574125
1253,898799.0876790001
1254,413138.50471
1255,669235.16541
1256,526200.153653
1257,280888.901106
1258,275703.266875
1259,412843.53507800004
1260,256464.662858
1261,624859.721704
1262,441281.23385
1263,1375920.571919
1264,234450.949715
1265,303473.09344699996
1266,512963.59284700005
1267,938046.574771
1268,508558.97691599996
1269,1059772.743539
1270,471858.841792
1271,604702.401374
1272,669025.555104
1273,540296.6480729999
1274,576890.6024699999
1275,771756.016525
1276,411860.751466
1277,252729.845234
1278,577433.540221
1279,571040.396799
1280,342294.251309
1281,1153731.088353
1282,836260.879939
1283,737211.060645
1284,374877.897994
1285,648042.860031
1286,775010.0878529998
1287,1140831.00195
1288,325047.858346
1289,462700.350567
1290,371706.461482
1291,1012258.444733
1292,782706.853574
1293,397589.00346700003
1294,888859.4123430002
1295,395435.701987
1296,538134.2893
1297,490539.2331350001
1298,305211.739418
1299,1053902.7994549999
1300,618939.901337
1301,316911.742714
1302,723877.273259
1303,371730.65683600004
1304,336452.935504
1305,480033.16636599996
1306,665725.265029
1307,515650.669631
1308,532712.276693
1309,635143.2050770001
1310,506567.06661000004
1311,705726.018616
1312,239160.582108
1313,254967.233698
1314,760408.364354
1315,484511.526551
1316,305596.571429
1317,783794.71623
1318,466703.70521899994
1319,1439541.996071
1320,185057.68141400002
1321,479194.71460600005
1322,671727.0203890001
1323,283390.94159
1324,662053.28817
1325,404922.821145
1326,268577.02105599997
1327,582625.585142
1328,539822.886713
1329,334390.841494
1330,346679.22258400003
1331,307932.079242
1332,474534.058873
1333,548771.356967
1334,305374.224501
1335,406446.45730300003
1336,745516.9999279998
1337,428175.07072899997
1338,730337.905441
1339,295916.89880799997
1340,459095.646055
1341,277373.079386
1342,571550.184045
1343,574901.805716
1344,635939.523321
1345,698331.400659
1346,466611.93228
1347,675581.717762
1348,808506.226757
1349,416384.608811
1350,241270.52375999998
1351,530767.403621
1352,482390.44315600005
1353,281794.92590900004
1354,1035749.693597
1355,612917.0322680001
1356,509371.167037
1357,768541.523774
1358,925345.7083940001
1359,585131.8354
1360,534757.13596
1361,507686.25541499996
1362,683998.000122
1363,468574.605649
1364,446349.91741000005
1365,381159.351018
1366,739484.517486
1367,399021.316445
1368,537573.599287
1369,634623.461526
1370,492196.85956199997
1371,501685.818785
1372,317019.716838
1373,549044.1222430001
1374,754759.966792
1375,478625.733002
1376,247346.331006
1377,369020.473146
1378,263679.297714
1379,599188.723601
1380,507874.24743199995
1381,398349.09045
1382,582337.655557
1383,1014150.6019440001
1384,256031.46022600002
1385,411607.013105
1386,459515.852669
1387,876543.606884
1388,351256.06422
1389,662573.2068350001
1390,558184.601332
1391,605800.606897
1392,362022.802627
1393,186585.12481900002
1394,239334.73391999997
1395,804697.733003
1396,849240.7248590002
1397,463078.038686
1398,253313.25380500001
1399,680654.336288
1400,498232.625209
1401,420381.00385599997
1402,340100.459533
1403,293241.931515
1404,509054.42842799996
1405,283775.164026
1406,754963.319819
1407,489771.51853999996
1408,757335.8407439998
1409,545709.636097
1410,884580.015058
1411,293463.843063
1412,757148.77895
1413,310953.753064
1414,435085.519108
1415,214256.99099700002
1416,627958.900148
1417,678487.851413
1418,251772.84146199998
1419,671596.339219
1420,351243.583544
1421,623079.404235
1422,474063.41360100004
1423,562945.144571
1424,542334.914596
1425,441829.05614799995
1426,201395.219607
1427,643207.037008
1428,544749.135885
1429,38174.008364999994
1430,461179.482267
1431,731213.532499
1432,509241.18353999994
1433,215395.508469
1434,859270.668084
1435,589587.0857520001
1436,335923.56687800004
1437,939537.7890049999
1438,327832.46014499996
1439,439390.030847
1440,220834.09820799998
1441,309829.46323600004
1442,680304.161501
1443,489551.961709
1444,361696.12264899997
1445,900784.6606569999
1446,352579.314625
1447,603904.485326
1448,297849.46740799997
1449,457995.593027
1450,421058.50074
1451,354150.295983
1452,861689.888466
1453,427413.2688800001
1454,455510.209674
1455,245323.861075
1456,196520.49968699997
1457,914699.7225139999
1458,535562.463071
1459,109448.937799
1460,535299.4011649999
1461,522303.229513
1462,264708.534924
1463,480447.98506599996
1464,572358.731056
1465,373493.984809
1466,579127.315854
1467,715765.836092
1468,590350.558476
1469,619934.743564
1470,477834.948435
1471,310965.19707600004
1472,988239.4108930001
1473,276008.03254600003
1474,262163.391867
1475,695586.4183970001
1476,764009.565573
1477,308461.065372
1478,341646.406568
1479,1215317.367922
1480,862849.6967379998
1481,600262.486822
1482,532059.821515
1483,382977.138377
1484,529742.282175
1485,295759.645662
1486,874015.544568
1487,816822.014962
1488,557480.58809
1489,378247.997661
1490,253680.714129
1491,455467.629907
1492,399375.49769299995
1493,149113.643501
1494,572679.9893850001
1495,393351.50061
1496,443702.09260100004
1497,1190861.7671069999
1498,522982.8946020001
1499,473777.151559
1500,678665.207609
1501,547759.752628
1502,865339.022
1503,434904.72922
1504,1380920.329655
1505,1069122.9555600001
1506,305687.348061
1507,482583.751668
1508,938329.393119
1509,465286.150343
1510,618359.322733
1511,361773.438848
1512,494797.468495
1513,435303.55796199996
1514,698641.691325
1515,664718.2527399999
1516,445425.01556400006
1517,830908.073285
1518,497322.805923
1519,336295.816377
1520,707496.816469
1521,312575.751636
1522,370509.614956
1523,559762.761911
1524,593516.157235
1525,392044.834192
1526,471420.745528
1527,810362.5235
1528,581927.745424
1529,248292.628415
1530,521103.33533000003
1531,383243.687026
1532,446684.61117399996
1533,456331.900458
1534,452720.31310100004
1535,429350.094286
1536,248738.892434
1537,485007.206146
1538,451450.921591
1539,568456.878071
1540,281479.27575
1541,545655.4313449999
1542,587239.7033010001
1543,1528878.20401
1544,788831.384154
1545,699764.897849
1546,634501.461195
1547,514490.685546
1548,324940.101912
1549,606803.472245
1550,741216.826437
1551,358635.272538
1552,525021.512137
1553,608548.170036
1554,595523.5047350001
1555,887872.482232
1556,570566.859288
1557,806169.101359
1558,689406.766363
1559,168464.14005699998
1560,672476.866779
1561,928658.9213360001
1562,1204291.4515290002
1563,1271604.023343
1564,533304.815612
1565,443410.932693
1566,832159.885421
1567,496700.23105500004
